Staff ID,Years of Experience,Absenteeism (Days),Satisfaction Score,Job_ID,Job_Location,Distance_km,Travel_Cost,Skill_Match,Job_Priority,Cost_per_Hour,Job_Hours,Labour_Cost,Total_Cost
S00960,2,1,3.26,J0960,Bristol,88,39.6,0.84,3,35,9,315,354.6
S00961,8,3,2.25,J0961,London,235,105.75,0.97,2,32,6,192,297.75
S00962,7,1,3.62,J0962,Liverpool,292,131.4,0.63,2,41,5,205,336.4
S00963,8,0,1.93,J0963,Sheffield,165,74.25,0.74,5,44,6,264,338.25
S00964,1,1,1.06,J0964,London,276,124.2,0.82,3,39,5,195,319.2
S00965,2,1,4.06,J0965,Leeds,42,18.9,1.0,1,37,6,222,240.9
S00966,18,1,3.49,J0966,Newcastle,230,103.5,0.55,4,30,9,270,373.5
S00967,15,1,4.05,J0967,Manchester,146,65.7,0.75,3,28,7,196,261.7
S00968,1,0,1.16,J0968,Glasgow,296,133.2,0.69,3,35,11,385,518.2
S00969,5,4,4.35,J0969,Liverpool,155,69.75,0.93,2,21,8,168,237.75
S00970,2,2,3.48,J0970,Glasgow,118,53.1,0.74,4,44,6,264,317.1
S00971,3,3,3.25,J0971,London,241,108.45,0.56,5,21,9,189,297.45
S00972,19,2,3.5,J0972,Newcastle,70,31.5,0.82,3,31,6,186,217.5
S00973,18,2,4.46,J0973,Newcastle,262,117.9,0.89,5,27,7,189,306.9
S00974,18,3,3.35,J0974,Leeds,253,113.85,0.5,3,28,6,168,281.85
S00975,14,0,3.32,J0975,Nottingham,184,82.8,0.93,5,31,9,279,361.8
S00976,8,3,4.96,J0976,Leeds,194,87.3,0.59,4,28,10,280,367.3
S00977,12,0,4.03,J0977,Nottingham,158,71.1,0.78,2,29,9,261,332.1
S00978,10,2,2.77,J0978,Nottingham,200,90.0,0.71,4,44,11,484,574.0
S00979,17,0,3.83,J0979,Liverpool,266,119.7,0.86,1,21,11,231,350.7
S00980,11,4,2.56,J0980,Leeds,147,66.15,0.69,2,35,11,385,451.15
S00981,2,3,1.92,J0981,Manchester,105,47.25,0.93,4,39,4,156,203.25
S00982,4,4,3.39,J0982,Birmingham,248,111.6,0.87,1,26,7,182,293.6
S00983,1,2,4.71,J0983,Birmingham,16,7.2,0.82,3,21,10,210,217.2
S00984,15,3,4.72,J0984,Leeds,243,109.35,0.9,3,20,4,80,189.35
S00985,13,2,2.37,J0985,Leeds,53,23.85,0.88,5,38,7,266,289.85
S00986,8,4,3.11,J0986,Glasgow,46,20.7,0.52,2,23,10,230,250.7
S00987,4,2,1.85,J0987,Liverpool,170,76.5,0.7,3,43,6,258,334.5
S00988,10,3,4.98,J0988,Leeds,86,38.7,0.97,2,41,10,410,448.7
S00989,19,3,4.92,J0989,Glasgow,295,132.75,0.56,3,21,9,189,321.75
S00990,18,2,3.6,J0990,Nottingham,162,72.9,0.87,5,44,4,176,248.9
S00991,5,3,4.22,J0991,Newcastle,220,99.0,0.99,4,33,6,198,297.0
S00992,19,3,3.86,J0992,Newcastle,162,72.9,0.53,5,21,9,189,261.9
S00993,16,2,3.37,J0993,Nottingham,138,62.1,0.84,1,34,7,238,300.1
S00994,1,4,1.21,J0994,Sheffield,71,31.95,0.73,3,31,10,310,341.95
S00995,12,3,2.82,J0995,Glasgow,11,4.95,0.79,1,24,9,216,220.95
S00996,2,3,3.7,J0996,Glasgow,18,8.1,0.54,1,39,6,234,242.1
S00997,8,3,3.71,J0997,Nottingham,77,34.65,0.52,2,26,4,104,138.65
S00998,18,3,2.49,J0998,Manchester,167,75.15,0.83,3,43,4,172,247.15
S00999,16,2,4.77,J0999,Bristol,70,31.5,0.91,1,40,11,440,471.5
